type,자치구,법정동,지번주소,월세(만원),보증금(만원),관리비(만원),면적,층수,위도,경도,주실 방향,주차,난방시설,엘리베이터,생활시설,안전시설,법정동_정제,행정동,행정동_정제
원룸,서울 영등포구,양평동1가 31-9,서울 영등포구 양평동1가 31-9,45,2000,10.0,23.14m²,9층,37.52312078,126.8904933,남,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장","화재경보기, 인터폰, CCTV, 현관보안",양평동,양평1동,서울특별시 영등포구 양평1동
원룸,서울 은평구,불광동 385-1,서울 은평구 불광동 385-1,30,12000,5.0,21.7m²,2층,37.62278799,126.922991,남서,있음,개별난방,없음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 무인택배함","화재경보기, 비디오폰, CCTV, 현관보안, 방범창",불광동,불광2동,서울특별시 은평구 불광2동
투룸,서울 강서구,화곡동 868-29,서울 강서구 화곡동 868-29,80,5000,8.0,27.16m²,3층,37.53363248,126.8547333,남동,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","비디오폰, CCTV, 현관보안",화곡동,화곡2동,서울특별시 강서구 화곡2동
원룸,서울 광진구,구의동 232-72,서울 광진구 구의동 232-72,55,10000,10.0,26.44m²,3층,37.54399721,127.0874997,남,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 무인택배함","화재경보기, 비디오폰, 현관보안, 방범창",구의동,구의1동,서울특별시 광진구 구의1동
투룸,서울 송파구,방이동 55-17,서울 송파구 방이동 55-17,135,5000,20.0,48.15m²,2층,37.51509608,127.1123054,동,있음,개별난방,있음,"천장형, 신발장, 싱크대, 가스레인지","비디오폰, CCTV, 현관보안",방이동,방이2동,서울특별시 송파구 방이2동
원룸,서울 광진구,중곡동 173-5,서울 광진구 중곡동 173-5,65,1000,10.0,19.83m²,3층,37.56703617,127.0817161,서,있음,개별난방,있음,"천장형, 옷장, 식탁, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장, 베란다","비디오폰, 인터폰, CCTV, 현관보안",중곡동,중곡3동,서울특별시 광진구 중곡3동
원룸,서울 강남구,역삼동 827-11,서울 강남구 역삼동 827-11,63,1000,7.0,19.83m²,5층,37.49636283,127.0307747,남,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","화재경보기, CCTV, 현관보안",역삼동,역삼1동,서울특별시 강남구 역삼1동
투룸,서울 마포구,서교동 464-19,서울 마포구 서교동 464-19,150,300,10.0,33m²,반지층,37.55436797,126.9175073,북서,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 식탁, 쇼파, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지, TV",인터폰,서교동,서교동,서울특별시 마포구 서교동
원룸,서울 양천구,신월동 62-30,서울 양천구 신월동 62-30,70,150,5.0,18.11m²,2층,37.53889132,126.8327186,북동,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",신월동,신월5동,서울특별시 양천구 신월5동
원룸,서울 동대문구,제기동 67-66,서울 동대문구 제기동 67-66,68,300,12.0,23.14m²,2층,37.58524959,127.0344657,동,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 인덕션, 전자레인지","화재경보기, CCTV, 현관보안",제기동,제기동,서울특별시 동대문구 제기동
원룸,서울 강남구,역삼동 729-22,서울 강남구 역삼동 729-22,80,80,9.0,23.14m²,4층,37.49830877,127.0417964,동,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 식탁, 쇼파, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션, 전자레인지, TV, 붙박이장","화재경보기, 비디오폰, 인터폰, 카드키, CCTV, 현관보안",역삼동,역삼2동,서울특별시 강남구 역삼2동
원룸,서울 마포구,동교동 149-7,서울 마포구 동교동 149-7,70,1000,8.0,23m²,2층,37.56042032,126.9249164,남동,있음,개별난방,없음,"벽걸이형, 침대, 옷장, 식탁, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 인덕션, 전자레인지, 붙박이장, 베란다","CCTV, 현관보안, 방범창",동교동,서교동,서울특별시 마포구 서교동
원룸,서울 강서구,공항동 12-54,서울 강서구 공항동 12-54,38,300,2.0,16.52m²,3층,37.56211998,126.8154574,남,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션",인터폰,공항동,공항동,서울특별시 강서구 공항동
원룸,서울 강서구,화곡동 976-5,서울 강서구 화곡동 976-5,25,2000,8.0,18.92m²,2층,37.54823185,126.8496469,남서,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 비디오폰, CCTV, 현관보안",화곡동,화곡6동,서울특별시 강서구 화곡6동
투룸,서울 광진구,구의동 220-15,서울 광진구 구의동 220-15,100,8000,5.0,46.28m²,3층,37.53921449,127.0904163,남,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","CCTV, 현관보안",구의동,구의3동,서울특별시 광진구 구의3동
원룸,서울 금천구,독산동 336-28,서울 금천구 독산동 336-28,55,180,15.0,26.44m²,5층,37.47127286,126.8878352,남서,있음,중앙난방,있음,"스탠드형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 건조기, 샤워부스, 싱크대, 인덕션, 붙박이장, 무인택배함, 사설경비","화재경보기, 경비원, 비디오폰, 인터폰, 카드키, CCTV, 현관보안, 방범창",독산동,독산1동,서울특별시 금천구 독산1동
원룸,서울 강북구,수유동 252-222,서울 강북구 수유동 252-222,65,500,5.0,26.44m²,1층,37.64412608,127.024164,북서,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","CCTV, 현관보안",수유동,수유3동,서울특별시 강북구 수유3동
원룸,서울 동작구,대방동 415-45,서울 동작구 대방동 415-45,26,200,9.0,19.83m²,3층,37.49863907,126.9222129,남동,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션, 테라스","화재경보기, 인터폰, CCTV, 현관보안, 방범창",대방동,대방동,서울특별시 동작구 대방동
원룸,서울 강동구,성내동 228-12,서울 강동구 성내동 228-12,62,1000,8.0,30m²,4층,37.53242913,127.1282884,서,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",성내동,성내2동,서울특별시 강동구 성내2동
원룸,서울 성북구,종암동 31-37,서울 성북구 종암동 31-37,40,300,5.0,20m²,4층,37.59201856,127.0341926,남,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","CCTV, 현관보안",종암동,종암동,서울특별시 성북구 종암동
원룸,서울 성동구,행당동 142-1,서울 성동구 행당동 142-1,58,1000,8.0,16.52m²,2층,37.55918938,127.035424,서,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","화재경보기, 비디오폰, CCTV, 현관보안",행당동,행당1동,서울특별시 성동구 행당1동
원룸,서울 동작구,사당동 423-10,서울 동작구 사당동 423-10,40,800,5.0,23.14m²,2층,37.47967498,126.9766497,남동,있음,개별난방,없음,"벽걸이형, 냉장고, 세탁기, 싱크대, 가스레인지, 인덕션","현관보안, 방범창",사당동,사당1동,서울특별시 동작구 사당1동
원룸,서울 광진구,화양동 31-39,서울 광진구 화양동 31-39,45,3000,7.0,20m²,2층,37.54569161,127.0674789,북동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, 카드키, CCTV, 현관보안",화양동,화양동,서울특별시 광진구 화양동
원룸,서울 양천구,목동 615-12,서울 양천구 목동 615-12,48,1000,6.0,20.9m²,3층,37.54796305,126.8640324,남서,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 비디오폰, CCTV, 현관보안",목동,목3동,서울특별시 양천구 목3동
투룸,서울 강북구,수유동 142,서울 강북구 수유동 142,40,1000,0.0,41.28m²,3층,37.63962001,127.0261448,남서,있음,개별난방,있음,"천장형, 옷장, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션, 전자레인지","화재경보기, 비디오폰, CCTV, 현관보안",수유동,수유3동,서울특별시 강북구 수유3동
투룸,서울 도봉구,도봉동 569-10,서울 도봉구 도봉동 569-10,30,12300,5.0,25.58m²,4층,37.68492561,127.0444198,동,있음,개별난방,있음,"천장형, 신발장, 인덕션, 무인택배함","CCTV, 현관보안",도봉동,도봉1동,서울특별시 도봉구 도봉1동
투룸,서울 광진구,자양동 628-6,서울 광진구 자양동 628-6,75,5000,5.0,39.66m²,3층,37.53410556,127.0835599,북동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 가스레인지, 무인택배함","비디오폰, CCTV, 현관보안, 방범창",자양동,자양1동,서울특별시 광진구 자양1동
원룸,서울 영등포구,영등포동6가 4-2,서울 영등포구 영등포동6가 4-2,40,1000,9.0,19.83m²,2층,37.52061303,126.904071,남,있음,중앙난방,없음,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지",CCTV,영등포동,영등포동,서울특별시 영등포구 영등포동
원룸,서울 영등포구,영등포동2가 94-319,서울 영등포구 영등포동2가 94-319,35,2000,10.0,19.83m²,6층,37.52096904,126.9119687,남,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","화재경보기, 현관보안",영등포동,영등포동,서울특별시 영등포구 영등포동
투룸,서울 광진구,중곡동 162-15,서울 광진구 중곡동 162-15,45,15000,5.0,45m²,4층,37.56029149,127.0805368,남동,있음,개별난방,없음,"벽걸이형, 샤워부스, 싱크대, 베란다","비디오폰, CCTV, 현관보안",중곡동,중곡1동,서울특별시 광진구 중곡1동
원룸,서울 강남구,역삼동 698-33,서울 강남구 역삼동 698-33,80,80,7.0,29.75m²,3층,37.50620184,127.0440552,남서,있음,개별난방,없음,"벽걸이형, 침대, 옷장, 식탁, 쇼파, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션, 전자레인지, TV, 붙박이장, 베란다",CCTV,역삼동,역삼1동,서울특별시 강남구 역삼1동
원룸,서울 강서구,등촌동 365-60,서울 강서구 등촌동 365-60,40,1000,9.0,12.96m²,2층,37.55069763,126.8598377,남,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","CCTV, 현관보안",등촌동,등촌2동,서울특별시 강서구 등촌2동
투룸,서울 동작구,상도동 323-24,서울 동작구 상도동 323-24,125,3000,10.0,50m²,4층,37.49861693,126.9291347,남,있음,개별난방,있음,"천장형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장, 베란다","비디오폰, 인터폰, CCTV, 현관보안, 방범창",상도동,상도3동,서울특별시 동작구 상도3동
투룸,서울 광진구,중곡동 289-6,서울 광진구 중곡동 289-6,8,22000,7.0,29.47m²,4층,37.56971266,127.0864025,동,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 베란다, 무인택배함","비디오폰, CCTV, 현관보안",중곡동,중곡4동,서울특별시 광진구 중곡4동
원룸,서울 동대문구,제기동 135-20,서울 동대문구 제기동 135-20,70,1000,9.0,19.83m²,3층,37.58689846,127.0352244,남,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 세탁기, 싱크대, 인덕션, 전자레인지",CCTV,제기동,제기동,서울특별시 동대문구 제기동
원룸,서울 동대문구,휘경동 302-2,서울 동대문구 휘경동 302-2,40,3000,7.0,16.52m²,2층,37.58584473,127.0584322,북,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, CCTV, 현관보안",휘경동,휘경2동,서울특별시 동대문구 휘경2동
투룸,서울 은평구,구산동 177-6,서울 은평구 구산동 177-6,80,3000,6.0,29.13m²,4층,37.60617488,126.9084093,남,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 베란다, 무인택배함","화재경보기, 인터폰, 현관보안, 방범창",구산동,구산동,서울특별시 은평구 구산동
투룸,서울 강서구,공항동 45-14,서울 강서구 공항동 45-14,90,2000,12.0,29.8m²,5층,37.56273966,126.8099305,남서,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","비디오폰, CCTV, 현관보안",공항동,공항동,서울특별시 강서구 공항동
원룸,서울 강동구,길동 359-42,서울 강동구 길동 359-42,57,1000,5.0,23.14m²,3층,37.53914342,127.1430059,남동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","인터폰, CCTV, 현관보안",길동,길동,서울특별시 강동구 길동
원룸,서울 중랑구,중화동 286-41,서울 중랑구 중화동 286-41,70,2000,7.0,29.28m²,6층,37.60204644,127.0802326,남,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 가스레인지, 붙박이장, 무인택배함","인터폰, CCTV, 현관보안",중화동,중화1동,서울특별시 중랑구 중화1동
원룸,서울 은평구,대조동 56-5,서울 은평구 대조동 56-5,47,1000,5.0,14.06m²,3층,37.60792688,126.9219805,북동,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","인터폰, CCTV",대조동,대조동,서울특별시 은평구 대조동
원룸,서울 강서구,화곡동 914-10,서울 강서구 화곡동 914-10,29,2000,17.0,19.8m²,8층,37.52887015,126.8448846,북,있음,중앙난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 인터폰, CCTV, 현관보안",화곡동,화곡1동,서울특별시 강서구 화곡1동
원룸,서울 중랑구,면목동 608,서울 중랑구 면목동 608,40,500,1.0,22.79m²,3층,37.5826732,127.0881025,북,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 비디오폰, CCTV, 현관보안",면목동,면목3.8동,서울특별시 중랑구 면목3.8동
원룸,서울 금천구,독산동 952-4,서울 금천구 독산동 952-4,20,2000,10.0,17m²,1층,37.47895103,126.9015195,서,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","인터폰, 현관보안",독산동,독산3동,서울특별시 금천구 독산3동
원룸,서울 강서구,등촌동 612-7,서울 강서구 등촌동 612-7,45,1000,6.0,21.31m²,3층,37.54702099,126.8605748,남,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","CCTV, 현관보안",등촌동,등촌2동,서울특별시 강서구 등촌2동
투룸,서울 중랑구,면목동 633-12,서울 중랑구 면목동 633-12,140,5000,8.0,26.73m²,9층,37.57899535,127.0862591,북서,있음,개별난방,있음,"천장형, 신발장, 싱크대, 인덕션, 붙박이장, 무인택배함","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",면목동,면목7동,서울특별시 중랑구 면목7동
원룸,서울 영등포구,당산동6가 104-37,서울 영등포구 당산동6가 104-37,50,1000,3.0,23.14m²,3층,37.53445044,126.904303,남,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","화재경보기, CCTV, 현관보안",당산동,당산2동,서울특별시 영등포구 당산2동
